Score,review_text
5,"Toast in a dry skillet; make with coffee and cream Coach's Oats' patented procedures produce some very well-textured oatmeal--the best I've had.<br /><br />Here's my method of preparing them:<br />Toast ~1.5 Cups raw Coach's Oats in a dry stainless-steel medium pot. Add ~3/4 tsp of Kosher Salt.<br />Add 3 Tbsp of Coconut Oil and/or Macadamia Oil and/or Butter. Stir until toasted and brown.<br />In a separate container, microwave 3 cups of water and 1 cup of black coffee to a boil (4 cups total).<br />Pour the boiling liquid over the oats in the hot cooking vessel. Instant violent boil. Cover and simmer for 5 minutes.<br />Remove lid and stir in cinnamon (e.g. cassia) and ~4 Tbsp Orange Blossom Honey.<br />Simmer uncovered for ~4 more minutes until desired texture consistency is reached. I like mine on the drier side.<br />Serve with a splash of cream and/or berries. Or anything that will stand up to the coffee flavor. Have fun."
4,"Vigo Octopus is tasty Octopus in Olive oil tastes great. Vigo has been using bigger pieces which is good but not as good as the little tentacles they once used. I rip open the can and have instant lunch. My buddies think it's a bit weird, but I love it."
3,"Not my favorite! Upon opening the bag, I noticed smell was somewhat on the spicy side not sweet enough for us. Higher acidity level comes out in the flavor leaving a bitter after taste. Better than grocery store coffee though!"
4,Good product This mask smells amazing and does clean my face well.  I didn't give it 5 stars because it did dry out some parts of my already dry skin!  I don't think I would purchase this particular one again but definitely would try another Alba mask.  I LOVE ALBA!!
5,"Great Product! I have several friends and family members with food allergies (gluten, dairy) which effect their ability to eat delicious desserts.  When I found this syrup I jumped on the chance to get them some.  It turned out to be a big hit!  Goes great on ice cream.  I tried it and can safely say that it's delicious whether you have allergies or not!"
5,"Amazing! Bust out the napkins, grab yourself a beer, and buckle your seat belts cause this stuff is a proper<br />authentic flamefest of Jamaican jerk heat. You can put it on straight, or cut it with a little olive<br />oil, but I've found it best to marinate chicken or pork tenderloins for at least 24 hours before cooking for optimum results.<br /><br />Its a little messy cause you really have to rub this stuff in and make sure you turn/shake your marinade bag every few hour to ensure an even distribution of this wondermous stuff. If you're not using rubber gloves, make sure you wash your hands and I wouldn't plan on rubbing your eyes or doing anything else to sensitive body parts for a while. haw haw<br /><br />This stuff is the best, followed closely by Grace Jerk Seasoning but Walkerswood doesn't turn your chicken green like the Grace rub does. 5 Pods"
4,"Best Instant Miso But I love this soup it is the best tasting instant miso, except it has MSG added that is the only bad thing about it. If Kikkoman would take that ingredient out it would be almost perfect for instant miso."
5,"UNSALTED ROASTED NUTS This is one of the best nut products available today. The local stores stopped carrying them; so my next step was to do grocery shopping online. I found these at Amazon, for a good price, and they showed up quickly. My wife uses these nuts as a dietary supplement with Nutrisystem. She was very surprised when I ""found"" them again.<br /><br />They are tasty nuts with ""no salt"". Great."
5,"Really Light Cookie If you are looking for a sweet, try this cookie.  It is extra light<br />and has a nice crunch to it.  I buy these cookies by the carton.<br />They last for one month between my husband and I.  He likes cookies<br />with his morning coffee.  We are both satisfied with these cookies.<br />Would buy them again and again.<br /><br />Mary"
5,Good product to have Very good product.  Shipping was acceptable.  Product came in a good size.  Enough for any personal items or gifts you may want to make.
5,"Regular pasta with 1/2 the carbs We have tried soy pasta and wheat pasta as ""healthy"" alternatives to conventional pasta. Soy is horrible, horrible, horrible. Wheat is funky. This pasta is a wonderful alternative. It tastes like regular pasta but gives 19 grams of starches/sugars per serving as opposed to 41 grams with conventional pasta. Even without being on any special diet, we figure, ""Why put all tha extra starch/sugar into our bodies, not to mention the bodies of our children and grandchildren?"" Anywhere we can cut down on starch/sugar intake is, in my opinion, good."
3,"Moravian Meyer Lemon Cookies These cookies have a great, lemony taste.  The only bad thing was that they're thin and many of them were broken."
5,"Pink Pig I love this! Delicious with strawberry! I mix this with milk and coffee, it is good for morning. I just cannot help eating more!"
5,"IT (IS) GLUTEN FREE!!!!! Amazon is wrong, checked there site and my box i just received they ARE gluten free there is NO barley in it.Check it.<br /><br />[...]"
5,recent purchase Hoping this new dog food will have amazing results with my dogs. I like the list of ingredients and they seem to like the taste.
1,"Not same as Grandma's! I ordered this product from Amazon because we are not able to find the original Cream of Wheat in local stores. Apparently the manufacturer drastically modified the product but left the packaging the same. I ordered this based on the reviews. Don't believe it! The flavor, consistency, aroma -- all different. It clumps up as soon as you put it the liquid. Impossible to get smooth. This is what I imagine baby pablum tastes like. NOT ORIGINAL, someone should sue the manufacturer for false advertising!"
